service_id,service_type_id,client_name,hours,service_date,service_time,hourly_rate,total_revenue,branch_id,department,service_description
4421,7,"Nelson, Hudson and H",2,20/04/2023,11:28:05,300,600,AM,Legal,Strategy Consulting
4422,5,Schaefer-Brown,7,25/05/2023,22:21:35,600,4200,AM,Tax,Annual Tax Filing
4423,7,Bullock LLC,6,26/01/2023,22:02:50,300,1800,EM,Advisory,Quarterly Review
4424,9,Taylor-Williams,5,21/01/2023,11:44:08,900,4500,EA,Management,Legal Consultation
4425,8,Bell and Sons,7,06/11/2023,16:56:04,300,2100,AM,Management,Market Analysis
4426,6,Lane-Lynch,1,25/05/2023,05:38:03,600,600,EM,Advisory,Legal Consultation
4427,2,"Taylor, Walters and ",7,18/06/2023,22:30:55,1200,8400,EM,Legal,Quarterly Review
4428,9,Taylor-Townsend,7,11/05/2023,22:40:18,1200,8400,AM,Advisory,Quarterly Review
4429,8,"Henson, Harvey and L",2,09/11/2023,04:41:00,1200,2400,AP,Tax,Legal Consultation
4430,3,Allen-Moore,3,06/07/2023,16:53:47,1500,4500,AM,Legal,Annual Tax Filing
4431,1,Schultz PLC,6,07/07/2023,16:35:11,1200,7200,AP,Management,Legal Consultation
4432,1,"Parrish, Phillips an",5,21/08/2023,07:19:12,1200,6000,AP,Legal,Strategy Consulting
4433,6,"Patterson, Waller an",8,07/04/2023,13:22:55,1200,9600,AP,Legal,Market Analysis
4434,9,"Davis, Johnson and W",1,16/12/2023,23:59:15,900,900,AP,Tax,Strategy Consulting
4435,2,Fuller-Johnson,8,08/01/2023,21:06:59,1200,9600,AM,Tax,Annual Tax Filing
4436,9,Peterson-Cook,3,27/11/2023,03:47:30,900,2700,EM,Advisory,Market Analysis
4437,3,Callahan-Hicks,2,18/04/2023,18:02:37,600,1200,AM,Advisory,Strategy Consulting
4438,6,"Villanueva, Joseph a",4,17/09/2023,00:45:25,600,2400,AM,Audit,Market Analysis
4439,1,Ball-Cain,7,30/03/2023,13:05:33,900,6300,AM,Tax,Market Analysis
4440,6,Moran Inc,6,10/11/2023,12:57:07,900,5400,AM,Advisory,Market Analysis
4441,9,Krause Group,5,29/12/2023,23:25:57,1200,6000,AP,Legal,Quarterly Review
4442,2,Dickerson LLC,8,19/03/2023,00:43:04,300,2400,EM,Audit,Legal Consultation
4443,6,Powell-Leon,5,30/06/2023,03:58:04,900,4500,AP,Audit,Annual Tax Filing
4444,1,"Garcia, Gallagher an",3,04/01/2023,11:18:09,300,900,AM,Management,Annual Tax Filing
4445,5,King-Wilson,1,03/02/2023,11:56:18,600,600,EM,Management,Strategy Consulting
4446,1,Rivera-Fitzgerald,8,25/07/2023,23:41:14,300,2400,AM,Management,Strategy Consulting
4447,3,Gonzalez and Sons,8,02/02/2023,21:31:29,900,7200,EM,Advisory,Strategy Consulting
4448,9,"Brooks, Mendoza and ",6,16/03/2023,21:29:41,900,5400,EM,Legal,Market Analysis
4449,6,"Gonzalez, Moore and ",5,20/09/2023,02:02:04,900,4500,AP,Audit,Quarterly Review
4450,7,Anderson-Miles,1,06/08/2023,23:04:12,600,600,EA,Tax,Market Analysis
4451,2,"Garcia, Mccormick an",6,20/10/2023,20:12:05,1500,9000,EA,Legal,Strategy Consulting
4452,4,Kirk-Herring,4,19/04/2023,08:34:05,1200,4800,EM,Legal,Legal Consultation
4453,1,Merritt-Conley,5,18/08/2023,10:19:46,600,3000,EA,Audit,Annual Tax Filing
4454,9,"Pierce, Raymond and ",6,19/04/2023,13:40:35,1200,7200,AP,Tax,Strategy Consulting
4455,3,Snyder Inc,2,29/01/2023,09:06:10,300,600,EM,Tax,Market Analysis
4456,5,Terry-Ryan,6,06/04/2023,05:18:14,1500,9000,AM,Advisory,Annual Tax Filing
4457,5,Austin-Jackson,7,31/01/2023,04:21:04,300,2100,AM,Audit,Legal Consultation
4458,2,"Pham, Bonilla and La",4,26/07/2023,19:08:17,900,3600,AM,Audit,Legal Consultation
4459,8,Barrett and Sons,4,12/06/2023,16:58:09,900,3600,AP,Audit,Legal Consultation
4460,8,"Warren, Brown and Sh",3,06/02/2023,12:03:13,1200,3600,AP,Audit,Legal Consultation
4461,6,Cortez Ltd,2,25/07/2023,17:04:19,600,1200,EA,Management,Legal Consultation
4462,4,Hill and Sons,4,08/08/2023,21:51:45,1500,6000,EA,Management,Annual Tax Filing
4463,6,"Lewis, Morrison and ",2,19/06/2023,22:44:10,300,600,AP,Legal,Strategy Consulting
4464,4,"Khan, Smith and Harv",1,17/12/2023,03:20:31,1500,1500,AM,Tax,Legal Consultation
4465,5,Crawford-Burns,8,23/01/2023,01:52:00,1200,9600,AM,Audit,Strategy Consulting
4466,6,"Cunningham, Barnett ",5,01/05/2023,03:55:26,1200,6000,EM,Audit,Market Analysis
4467,2,"Bryant, Wade and Bla",1,17/03/2023,03:49:10,1500,1500,AP,Advisory,Quarterly Review
4468,9,Reid-Wallace,2,25/12/2023,12:29:55,900,1800,EM,Advisory,Annual Tax Filing
4469,8,Hanson-Johnson,4,19/04/2023,13:14:51,1500,6000,AM,Advisory,Legal Consultation
4470,2,"Brewer, Stevens and ",6,21/09/2023,23:06:26,300,1800,EM,Legal,Annual Tax Filing
4471,1,"Brown, Andrews and J",5,05/05/2023,15:13:37,1500,7500,EM,Legal,Annual Tax Filing
4472,4,Grimes Ltd,1,27/05/2023,06:03:18,900,900,EM,Legal,Annual Tax Filing
4473,4,White-Brown,6,29/11/2023,11:11:33,900,5400,AP,Advisory,Strategy Consulting
4474,6,Russell-Jackson,6,05/12/2023,10:52:53,900,5400,AP,Audit,Annual Tax Filing
4475,5,"Hill, Jones and Olse",8,05/02/2023,19:31:10,1200,9600,EM,Tax,Market Analysis
4476,1,"Taylor, Pierce and C",8,25/12/2023,20:09:23,1200,9600,EA,Management,Market Analysis
4477,9,Davis Ltd,6,11/04/2023,01:12:23,900,5400,AP,Tax,Strategy Consulting
4478,1,Greer-Hawkins,6,27/08/2023,07:20:43,1200,7200,AP,Advisory,Legal Consultation
4479,4,Daniel-Ballard,1,20/03/2023,15:05:14,1200,1200,EA,Management,Strategy Consulting
4480,9,"Gomez, Huff and Brad",6,29/10/2023,08:37:58,600,3600,AM,Management,Market Analysis
4481,3,Wall-Rogers,8,05/03/2023,13:40:43,1200,9600,AP,Advisory,Legal Consultation
4482,6,"Martin, Horne and Le",3,28/08/2023,21:29:15,600,1800,EA,Tax,Market Analysis
4483,6,"Luna, Horton and Car",8,30/10/2023,04:23:42,1500,12000,EM,Tax,Quarterly Review
4484,2,Whitney Group,6,01/04/2023,17:07:03,600,3600,AM,Advisory,Annual Tax Filing
4485,2,"Hooper, Brown and Sm",3,21/09/2023,08:42:06,1200,3600,AM,Audit,Quarterly Review
4486,3,Curry-Burnett,3,09/04/2023,14:02:54,600,1800,AP,Management,Market Analysis
4487,4,"Patel, Moore and Ree",1,12/06/2023,16:24:46,1500,1500,EM,Legal,Annual Tax Filing
4488,2,Mosley Group,1,15/08/2023,07:53:44,300,300,AP,Legal,Market Analysis
4489,5,Thomas-Clark,7,20/01/2023,16:04:31,300,2100,AP,Advisory,Annual Tax Filing
4490,7,Randolph-George,4,23/09/2023,15:48:15,300,1200,AP,Management,Legal Consultation
4491,9,"Morris, Ramirez and ",8,13/04/2023,07:01:09,900,7200,EA,Management,Annual Tax Filing
4492,9,Rogers-Johnson,4,08/01/2023,18:15:08,900,3600,EM,Audit,Strategy Consulting
4493,5,Hill LLC,5,04/07/2023,00:12:13,600,3000,EM,Advisory,Market Analysis
4494,8,Parker-Skinner,8,28/06/2023,20:24:43,600,4800,EM,Audit,Market Analysis
4495,4,Martinez-Elliott,1,05/07/2023,15:24:45,300,300,AP,Legal,Annual Tax Filing
4496,6,Crawford and Sons,5,29/06/2023,06:38:33,900,4500,AM,Management,Annual Tax Filing
4497,8,Donaldson-Petersen,3,31/03/2023,08:35:09,600,1800,EA,Advisory,Legal Consultation
4498,9,Jones-Smith,3,03/04/2023,09:47:29,600,1800,AM,Management,Legal Consultation
4499,2,"Bridges, Young and M",3,20/03/2023,13:58:06,600,1800,AP,Tax,Strategy Consulting
4500,3,Odonnell LLC,8,05/11/2023,14:09:27,1200,9600,EM,Management,Quarterly Review
4501,7,Knox-Buchanan,5,08/01/2023,15:12:44,1200,6000,AM,Advisory,Quarterly Review
4502,7,"Valdez, Johnson and ",3,24/06/2023,01:47:19,600,1800,EM,Management,Legal Consultation
4503,8,Bullock LLC,2,18/10/2023,07:49:38,1500,3000,AP,Tax,Legal Consultation
4504,4,Roach-Hernandez,8,11/02/2023,16:30:13,900,7200,EM,Tax,Annual Tax Filing
4505,2,"Patterson, Cooper an",3,04/05/2023,17:47:51,600,1800,AM,Audit,Annual Tax Filing
4506,9,Collins Group,7,04/11/2023,17:10:26,900,6300,EA,Legal,Legal Consultation
4507,3,Stephens and Sons,2,09/05/2023,13:47:24,1200,2400,EA,Legal,Annual Tax Filing
4508,8,Odonnell LLC,6,12/12/2023,00:07:28,1500,9000,AM,Tax,Legal Consultation
4509,7,Curtis-Hill,5,01/12/2023,19:11:59,900,4500,AM,Audit,Legal Consultation
4510,1,Johnson Ltd,6,20/04/2023,11:42:15,1200,7200,EM,Audit,Strategy Consulting
4511,9,Hansen LLC,7,17/02/2023,17:25:24,600,4200,EM,Legal,Market Analysis
4512,5,Garcia PLC,7,08/10/2023,03:40:25,1200,8400,AP,Legal,Quarterly Review
4513,1,Price Inc,1,26/06/2023,22:01:11,300,300,EM,Management,Market Analysis
4514,3,Davis and Sons,1,24/09/2023,12:03:19,1500,1500,AM,Audit,Market Analysis
4515,9,"Klein, Jackson and T",4,17/03/2023,06:30:00,900,3600,AP,Advisory,Strategy Consulting
4516,7,"Matthews, Bailey and",6,30/11/2023,18:59:22,300,1800,AM,Legal,Annual Tax Filing
4517,9,"Parrish, Phillips an",2,04/09/2023,08:00:10,600,1200,EM,Legal,Market Analysis
4518,7,"Smith, Clements and ",5,12/02/2023,11:32:52,1200,6000,EM,Tax,Quarterly Review
4519,6,Holt-Rogers,8,18/05/2023,10:16:50,300,2400,EM,Advisory,Quarterly Review
4520,3,White-King,4,23/03/2023,01:54:03,1500,6000,AP,Tax,Strategy Consulting
4521,9,Huerta PLC,6,21/06/2023,04:42:48,1500,9000,EM,Audit,Legal Consultation
4522,7,Melendez-Gordon,4,06/02/2023,17:36:00,900,3600,EA,Tax,Legal Consultation
4523,2,"Manning, Patrick and",4,20/02/2023,15:32:42,1500,6000,EA,Management,Market Analysis
4524,2,Miller-Medina,4,05/12/2023,21:16:33,300,1200,AP,Audit,Market Analysis
4525,7,Ramos and Sons,2,02/01/2023,15:40:42,1200,2400,EA,Audit,Annual Tax Filing
4526,7,Dunn LLC,8,05/02/2023,10:16:33,600,4800,EM,Tax,Strategy Consulting
4527,4,Lee-Johnson,2,16/01/2023,05:23:24,1200,2400,EM,Legal,Quarterly Review
4528,1,"Brown, Lara and Sher",1,07/07/2023,14:43:54,300,300,EM,Audit,Market Analysis
4529,4,Walker and Sons,6,24/07/2023,13:24:51,300,1800,EA,Tax,Quarterly Review
4530,7,Farrell Inc,6,07/11/2023,09:56:14,300,1800,AP,Legal,Legal Consultation
4531,5,Davis Ltd,1,04/08/2023,14:46:02,1500,1500,EM,Advisory,Quarterly Review
4532,8,Rodriguez-Duncan,6,05/01/2023,00:48:36,300,1800,EM,Advisory,Market Analysis
4533,5,Green Group,6,21/02/2023,13:41:49,600,3600,EA,Legal,Annual Tax Filing
4534,6,"Gutierrez, Tate and ",8,29/04/2023,20:01:00,600,4800,EM,Management,Legal Consultation
4535,9,Lam-King,8,26/03/2023,09:09:26,1500,12000,EA,Advisory,Legal Consultation
4536,6,"Berry, Hudson and Mc",2,03/11/2023,07:29:51,1500,3000,AM,Audit,Market Analysis
4537,3,Mccoy-Edwards,4,29/10/2023,06:26:53,1200,4800,EM,Advisory,Quarterly Review
4538,1,"Morris, Ramirez and ",7,13/02/2023,18:52:29,600,4200,AM,Audit,Annual Tax Filing
4539,4,Evans-Brown,2,23/08/2023,12:47:05,300,600,EM,Advisory,Market Analysis
4540,8,Allen and Sons,7,04/04/2023,18:49:31,600,4200,AP,Advisory,Quarterly Review
4541,9,"Brown, Mccoy and Tho",5,18/08/2023,03:52:52,1500,7500,AP,Tax,Annual Tax Filing
4542,8,Roberts PLC,1,17/11/2023,01:41:18,1200,1200,EA,Legal,Strategy Consulting
4543,4,"Jones, Jennings and ",2,13/11/2023,03:13:32,900,1800,EM,Management,Legal Consultation
4544,3,Daniel-Lewis,5,13/06/2023,21:46:05,300,1500,EA,Tax,Legal Consultation
4545,9,"Reid, Stephens and A",6,05/11/2023,16:48:18,600,3600,EM,Advisory,Market Analysis
4546,4,Mason-Knight,1,25/03/2023,10:56:54,1200,1200,AP,Legal,Market Analysis
4547,4,Davis Inc,2,14/11/2023,18:59:22,300,600,AM,Advisory,Annual Tax Filing
4548,6,"Manning, Moore and B",8,29/09/2023,19:55:32,300,2400,EM,Tax,Quarterly Review
4549,2,Pittman-Hernandez,2,15/08/2023,07:20:29,900,1800,EA,Advisory,Quarterly Review
4550,5,Berry Ltd,6,07/05/2023,11:23:56,900,5400,AM,Legal,Annual Tax Filing
4551,5,Rodriguez-Lewis,7,26/05/2023,09:26:11,300,2100,EA,Legal,Legal Consultation
4552,6,Hubbard Ltd,8,17/12/2023,01:56:54,1200,9600,EM,Tax,Quarterly Review
4553,7,Wilson-Green,3,15/06/2023,14:21:52,900,2700,EM,Tax,Quarterly Review
4554,2,Perez-Rivera,4,14/11/2023,13:25:16,600,2400,AP,Management,Market Analysis
4555,3,Marquez Inc,8,22/06/2023,07:35:43,300,2400,EM,Management,Legal Consultation
4556,2,Howard-Wright,8,21/12/2023,19:05:36,1200,9600,EM,Advisory,Market Analysis
4557,8,Smith Inc,4,25/01/2023,00:51:01,1500,6000,AM,Legal,Annual Tax Filing
4558,8,"Ryan, Kelley and Cla",5,24/03/2023,11:04:16,300,1500,AM,Advisory,Legal Consultation
4559,5,Smith-Marquez,5,05/12/2023,13:44:46,900,4500,EM,Audit,Legal Consultation
4560,2,Warren Group,6,28/02/2023,14:50:48,300,1800,EA,Legal,Quarterly Review
4561,4,"Pollard, Villarreal ",3,02/03/2023,09:51:16,600,1800,EM,Management,Legal Consultation
4562,3,Brady Inc,2,19/10/2023,17:18:54,900,1800,AM,Legal,Legal Consultation
4563,2,Cook-Newton,4,04/04/2023,14:07:03,600,2400,EM,Audit,Legal Consultation
4564,3,Lee-Graham,3,26/07/2023,21:35:43,300,900,EA,Audit,Legal Consultation
4565,5,Alvarado-Casey,4,08/12/2023,09:16:16,1200,4800,EM,Legal,Quarterly Review
4566,6,Glover Group,8,17/08/2023,06:46:40,600,4800,EM,Audit,Market Analysis
4567,3,Rogers Inc,4,01/06/2023,02:51:36,1500,6000,EM,Audit,Annual Tax Filing
4568,5,Schroeder-Watkins,2,07/06/2023,12:36:49,600,1200,AM,Tax,Annual Tax Filing
4569,2,Morris-Compton,7,19/07/2023,14:12:01,300,2100,EM,Legal,Annual Tax Filing
4570,3,"May, Gutierrez and C",2,17/02/2023,22:26:47,1500,3000,AP,Management,Legal Consultation
4571,7,"Tucker, Ortiz and Bo",3,26/04/2023,09:02:04,1500,4500,AP,Audit,Legal Consultation
4572,6,Jones PLC,7,20/07/2023,22:50:55,300,2100,EA,Legal,Quarterly Review
4573,7,White Ltd,5,09/09/2023,03:13:32,600,3000,AM,Advisory,Legal Consultation
4574,2,Lewis-Mcdonald,4,20/04/2023,11:31:38,600,2400,EM,Tax,Quarterly Review
4575,1,Campbell-Mendez,3,20/11/2023,06:06:50,1500,4500,EM,Advisory,Quarterly Review
4576,7,"Powers, Melton and B",5,03/02/2023,17:59:43,900,4500,AP,Audit,Quarterly Review
4577,9,Williams Ltd,3,07/11/2023,19:41:40,1500,4500,AM,Legal,Strategy Consulting
4578,5,Green-Knight,4,07/03/2023,01:54:12,1200,4800,AP,Tax,Quarterly Review
4579,9,Tucker PLC,5,26/09/2023,20:03:23,900,4500,AM,Legal,Legal Consultation
4580,2,"Austin, Cisneros and",5,28/12/2023,03:43:31,900,4500,AM,Audit,Quarterly Review
4581,9,Johnson-Ray,7,16/11/2023,21:54:10,300,2100,EM,Audit,Strategy Consulting
4582,2,Bullock Ltd,7,05/08/2023,14:58:12,900,6300,EA,Management,Annual Tax Filing
4583,7,Lopez Group,7,11/09/2023,01:49:29,300,2100,AP,Audit,Quarterly Review
4584,9,Gonzalez PLC,1,04/03/2023,20:21:41,600,600,AP,Audit,Legal Consultation
4585,9,"Gomez, Foster and El",6,02/01/2023,19:15:31,1500,9000,AM,Advisory,Strategy Consulting
4586,2,"Allen, Schneider and",4,14/07/2023,06:38:32,300,1200,EA,Audit,Strategy Consulting
4587,6,Bowman-Escobar,6,07/03/2023,15:45:33,600,3600,EA,Tax,Market Analysis
4588,1,Harris and Sons,5,17/01/2023,12:53:05,1500,7500,EM,Audit,Annual Tax Filing
4589,7,"Jackson, Ho and King",7,29/01/2023,23:46:55,1200,8400,EM,Tax,Strategy Consulting
4590,1,"Randolph, Davis and ",4,23/11/2023,18:14:13,1500,6000,AP,Tax,Legal Consultation
4591,8,"Bell, Thompson and R",7,04/02/2023,04:24:20,900,6300,EM,Audit,Quarterly Review
4592,1,Smith LLC,8,14/07/2023,18:45:55,900,7200,EM,Legal,Legal Consultation
4593,6,Noble PLC,5,05/01/2023,07:40:14,1500,7500,EM,Audit,Quarterly Review
4594,7,Lopez Inc,4,17/09/2023,22:42:03,900,3600,AP,Advisory,Strategy Consulting
4595,3,"Fry, Hall and Peters",1,22/06/2023,22:09:29,1500,1500,AP,Audit,Market Analysis
4596,1,Schmitt and Sons,4,27/10/2023,03:46:21,600,2400,AP,Tax,Strategy Consulting
4597,8,"Brown, Andrews and J",6,15/01/2023,07:31:52,300,1800,EA,Audit,Annual Tax Filing
4598,7,Lopez Inc,7,06/09/2023,18:10:09,1200,8400,EM,Management,Market Analysis
4599,6,Price Inc,5,14/02/2023,18:09:48,1500,7500,AP,Audit,Market Analysis
4600,9,"Williams, Patrick an",5,17/07/2023,19:53:18,900,4500,EM,Audit,Legal Consultation
4601,2,"Boyd, Vega and Kelly",3,26/10/2023,00:28:51,600,1800,AM,Audit,Strategy Consulting
4602,2,Woodward PLC,2,27/03/2023,14:39:54,1200,2400,EA,Legal,Market Analysis
4603,1,"Moore, Orr and Berge",2,21/03/2023,08:12:50,300,600,AM,Management,Quarterly Review
4604,5,Gonzalez LLC,2,09/02/2023,03:04:37,1500,3000,EM,Legal,Legal Consultation
4605,3,Davis-Mcgee,7,09/11/2023,15:29:27,900,6300,EM,Audit,Quarterly Review
4606,5,"Smith, Ford and Cumm",1,21/05/2023,21:52:03,900,900,AM,Tax,Legal Consultation
4607,1,Estrada and Sons,1,15/03/2023,08:31:58,600,600,AM,Advisory,Market Analysis
4608,5,Lynch-Stewart,7,19/04/2023,06:10:01,300,2100,EM,Audit,Strategy Consulting
4609,9,Mills-Luna,6,30/05/2023,08:24:13,300,1800,EA,Advisory,Quarterly Review
4610,6,"Davidson, Carpenter ",3,20/04/2023,11:27:51,900,2700,AP,Audit,Market Analysis
4611,4,Mccoy-Montgomery,5,30/03/2023,11:16:30,1500,7500,AM,Audit,Quarterly Review
4612,3,"Clark, Buckley and S",6,14/05/2023,02:27:14,600,3600,AM,Legal,Annual Tax Filing
4613,9,Mercado-Taylor,5,16/12/2023,22:55:43,1200,6000,EA,Tax,Market Analysis
4614,8,Bell-Rodgers,6,24/09/2023,12:39:40,600,3600,AP,Audit,Quarterly Review
4615,3,"Dickerson, Perry and",3,10/01/2023,16:29:41,1200,3600,AP,Management,Legal Consultation
4616,3,"Taylor, Stewart and ",1,17/07/2023,13:09:42,1500,1500,EM,Advisory,Annual Tax Filing
4617,8,"Harris, Kelley and G",4,17/11/2023,20:59:34,900,3600,EM,Management,Annual Tax Filing
4618,5,"Moss, Fowler and Win",8,26/08/2023,11:03:03,600,4800,AM,Advisory,Market Analysis
4619,6,"Kelley, Porter and R",2,14/08/2023,15:48:37,1200,2400,AP,Advisory,Legal Consultation
4620,7,Moran and Sons,7,12/01/2023,11:00:37,900,6300,AM,Tax,Quarterly Review
4621,5,Stewart-Lozano,3,12/08/2023,21:17:51,1200,3600,AP,Advisory,Legal Consultation
4622,2,"Soto, Williams and B",4,30/12/2023,01:24:45,1200,4800,AM,Management,Legal Consultation
4623,5,"Liu, Faulkner and Pa",2,08/03/2023,02:05:56,1500,3000,EM,Advisory,Quarterly Review
4624,2,Webster Ltd,1,04/11/2023,20:51:19,900,900,EM,Legal,Annual Tax Filing
4625,6,"Garcia, Vasquez and ",4,20/04/2023,11:37:41,900,3600,AM,Advisory,Strategy Consulting
4626,9,"Stewart, Payne and D",4,30/08/2023,20:15:33,1200,4800,EA,Advisory,Quarterly Review
4627,9,"Myers, Mclaughlin an",2,16/08/2023,02:21:38,600,1200,AP,Audit,Market Analysis
4628,3,Thompson LLC,1,23/01/2023,15:21:11,600,600,EM,Advisory,Legal Consultation
4629,1,Lawson-Rose,7,12/02/2023,10:57:12,1200,8400,EA,Tax,Quarterly Review
4630,6,"Martinez, Romero and",3,26/05/2023,05:27:41,1500,4500,EM,Management,Quarterly Review
4631,5,"Foster, Lopez and Na",4,18/05/2023,00:24:33,900,3600,EM,Advisory,Strategy Consulting
4632,6,Craig-Carroll,1,18/09/2023,20:52:05,1200,1200,AM,Legal,Legal Consultation
4633,3,Jackson-Frost,7,29/11/2023,12:52:31,900,6300,AP,Audit,Quarterly Review
4634,8,Cameron and Sons,4,24/09/2023,02:37:51,1500,6000,EA,Tax,Annual Tax Filing
4635,1,Marsh Group,6,18/10/2023,04:34:04,600,3600,EM,Tax,Quarterly Review
4636,6,"Khan, Delacruz and C",8,03/07/2023,22:48:04,1200,9600,EM,Legal,Strategy Consulting
4637,8,Davis Inc,2,10/05/2023,09:29:27,900,1800,EM,Advisory,Annual Tax Filing
4638,2,"Khan, Clark and Wils",4,26/01/2023,05:27:04,600,2400,EM,Advisory,Quarterly Review
4639,3,Bell and Sons,7,18/09/2023,23:28:09,1200,8400,AM,Tax,Legal Consultation
4640,5,Hood-Powell,5,01/05/2023,10:11:49,900,4500,EM,Audit,Market Analysis
4641,4,Wilson Inc,4,05/03/2023,00:44:50,1500,6000,EA,Audit,Quarterly Review
4642,3,Charles-May,4,06/01/2023,16:32:34,1200,4800,EM,Advisory,Market Analysis
4643,5,Woodard Group,6,21/09/2023,04:29:52,600,3600,AP,Tax,Annual Tax Filing
4644,9,"Armstrong, Smith and",3,01/09/2023,02:48:19,900,2700,EA,Tax,Legal Consultation
4645,1,Donaldson-Petersen,4,05/04/2023,15:04:00,900,3600,AP,Advisory,Market Analysis
4646,7,Mccoy-Lawrence,4,22/11/2023,14:25:08,1200,4800,AM,Legal,Annual Tax Filing
4647,8,"Gutierrez, Tate and ",8,11/05/2023,06:24:10,1200,9600,AM,Management,Quarterly Review
4648,8,Watts Group,4,09/07/2023,22:43:30,600,2400,EM,Tax,Market Analysis
4649,6,Cook-Fry,7,05/04/2023,21:14:40,900,6300,EA,Tax,Legal Consultation
4650,7,Barton Ltd,2,01/04/2023,08:44:47,600,1200,EM,Tax,Legal Consultation
4651,8,Wilcox-Hernandez,4,23/11/2023,22:26:45,1500,6000,EM,Tax,Market Analysis
4652,7,Moss-Brown,7,12/04/2023,05:50:21,300,2100,AP,Tax,Strategy Consulting
4653,3,Levine-Sims,3,29/07/2023,01:59:56,1500,4500,EM,Audit,Quarterly Review
4654,3,Brown-Ferguson,4,08/02/2023,12:46:44,300,1200,EM,Tax,Annual Tax Filing
4655,8,"Young, Price and Swa",2,07/07/2023,14:24:15,900,1800,EM,Management,Strategy Consulting
4656,1,"Miller, Paul and Gil",4,13/08/2023,20:36:52,1200,4800,AM,Audit,Quarterly Review
4657,8,Castillo and Sons,3,05/01/2023,21:22:33,1200,3600,EM,Management,Strategy Consulting
4658,9,Martinez-Davidson,6,01/08/2023,09:11:43,300,1800,AM,Management,Market Analysis
4659,2,Bush-Blevins,6,08/03/2023,13:44:48,600,3600,EM,Audit,Legal Consultation
4660,2,"Potter, Meyers and A",3,01/01/2023,13:08:47,300,900,AM,Audit,Annual Tax Filing
4661,5,Sosa-Crawford,2,17/03/2023,14:37:17,1500,3000,AM,Management,Quarterly Review
4662,5,Rios-Hamilton,1,29/03/2023,08:31:58,900,900,EA,Legal,Strategy Consulting
4663,6,"Miller, Ross and Lar",2,06/11/2023,02:39:58,600,1200,AP,Management,Quarterly Review
4664,8,"Morris, Guzman and P",2,28/06/2023,07:08:27,300,600,AP,Advisory,Strategy Consulting
4665,5,"Watson, Hendrix and ",6,01/07/2023,07:19:25,600,3600,EM,Audit,Market Analysis
4666,6,White-King,2,26/11/2023,03:50:52,1200,2400,AP,Audit,Annual Tax Filing
4667,9,Taylor-Walsh,2,05/04/2023,12:53:38,300,600,AM,Management,Strategy Consulting
4668,2,Moody-Spencer,3,18/07/2023,09:48:45,1500,4500,AM,Tax,Quarterly Review
4669,3,Hawkins Group,5,10/04/2023,10:58:11,300,1500,EA,Advisory,Quarterly Review
4670,8,Wright-Donovan,8,03/01/2023,11:48:56,1200,9600,AP,Audit,Market Analysis
4671,3,Garcia-Woodward,2,06/12/2023,02:32:46,600,1200,AM,Audit,Strategy Consulting
4672,8,Moon-Whitaker,1,11/11/2023,19:51:01,1200,1200,EM,Advisory,Legal Consultation
4673,7,"Chavez, Perez and Wa",5,27/03/2023,01:50:28,300,1500,EA,Legal,Strategy Consulting
4674,7,"Paul, Porter and Wil",5,30/06/2023,14:49:42,600,3000,EM,Advisory,Legal Consultation
4675,4,"Adams, Williams and ",6,08/10/2023,12:20:12,1500,9000,AP,Legal,Legal Consultation
4676,5,Gonzalez PLC,8,30/11/2023,11:53:32,300,2400,AP,Tax,Annual Tax Filing
4677,2,Davis Inc,2,08/09/2023,10:43:48,600,1200,EM,Management,Legal Consultation
4678,4,Davis-Reilly,4,11/03/2023,18:14:25,900,3600,AP,Advisory,Legal Consultation
4679,7,Barr-Smith,7,07/02/2023,09:23:22,900,6300,AP,Audit,Quarterly Review
4680,9,Dalton LLC,6,24/10/2023,13:31:28,900,5400,EM,Legal,Legal Consultation
4681,4,Jones LLC,7,13/06/2023,15:00:28,300,2100,EM,Audit,Quarterly Review
4682,2,James-Farrell,6,26/08/2023,08:19:53,300,1800,EM,Management,Quarterly Review
